ジャンルID,パス名,商品属性定義書,商品属性定義詳細グループ,項目名（日本語）,必須/任意,入力方式,推奨値・選択肢の有無,入力フォーマット,最大文字数,日付形式,単位有無,楽天推奨単位,楽天推奨単位一覧,複数値可不可,区切り入力最大数,最小値,最大値,商品ページ内同一値登録対象,並び順
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,アームレスト付き,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,5
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,インテリアのテイスト,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,6
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,素材,ナビゲーション用任意,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,7
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,キャスター付き,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,8
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,シリーズ名,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,9
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,金属の種類,ナビゲーション用任意,記述式,あり,STRING,500,-,-,-,-,不可,-,-,-,-,10
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,組立状態,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,11
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,本体奥行,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,12
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,本体横幅,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,13
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,本体高さ,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,14
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,イス・チェア・ソファの張り地の種類,ナビゲーション用任意,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,15
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,折りたたみ機能,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,16
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,回転式,ナビゲーション用任意,選択式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,17
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,フットレスト付き,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,18
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,収納付き,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,19
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,腰痛対策,ナビゲーション用任意,選択式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,20
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,状態,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,21
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,中古状態,ナビゲーション用任意,選択式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,22
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,販売形態（並行輸入品）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,23
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,販売形態（訳あり）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,24
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,カラー,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,可,5,-,-,-,25
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,樹種,商品ページ用任意,記述式,あり,STRING,500,-,-,-,-,不可,-,-,-,-,26
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,重量,商品ページ用任意,記述式,なし,NUMBER,-,-,有-記述式,kg,kg,不可,-,0,999999999,-,27
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,耐荷重,商品ページ用任意,記述式,なし,NUMBER,-,-,有-記述式,kg,kg,不可,-,0,999999999,-,28
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,必要工具,商品ページ用任意,記述式,なし,STRING,500,-,-,-,-,不可,-,-,-,-,29
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,ブランド名（カナ）,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,可,3,-,-,-,30
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,シリーズ名（カナ）,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,不可,-,-,-,-,31
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,リクライニング有無,商品ページ用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,32
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,配送サービス,商品ページ用任意,記述式,あり,STRING,50,-,-,-,-,可,3,-,-,-,33
566053,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> バランスチェア,家具,イス・チェア,サイズ情報,商品ページ用任意,記述式,なし,STRING,500,-,-,-,-,不可,-,-,-,-,34
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,ブランド名,必須,記述式,あり,STRING,100,-,-,-,-,可,3,-,-,-,1
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,メーカー型番,必須,記述式,なし,STRING,100,-,-,-,-,不可,-,-,-,-,2
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,原産国／製造国,必須,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,3
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,代表カラー,必須,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,4
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,アームレスト付き,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,5
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,インテリアのテイスト,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,6
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,素材,ナビゲーション用任意,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,7
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,キャスター付き,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,8
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,シリーズ名,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,9
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,金属の種類,ナビゲーション用任意,記述式,あり,STRING,500,-,-,-,-,不可,-,-,-,-,10
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,組立状態,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,11
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,本体奥行,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,12
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,本体横幅,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,13
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,本体高さ,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,14
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,イス・チェア・ソファの張り地の種類,ナビゲーション用任意,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,15
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,折りたたみ機能,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,16
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,回転式,ナビゲーション用任意,選択式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,17
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,フットレスト付き,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,18
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,収納付き,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,19
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,腰痛対策,ナビゲーション用任意,選択式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,20
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,状態,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,21
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,中古状態,ナビゲーション用任意,選択式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,22
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,販売形態（並行輸入品）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,23
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,販売形態（訳あり）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,24
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,カラー,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,可,5,-,-,-,25
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,樹種,商品ページ用任意,記述式,あり,STRING,500,-,-,-,-,不可,-,-,-,-,26
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,重量,商品ページ用任意,記述式,なし,NUMBER,-,-,有-記述式,kg,kg,不可,-,0,999999999,-,27
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,耐荷重,商品ページ用任意,記述式,なし,NUMBER,-,-,有-記述式,kg,kg,不可,-,0,999999999,-,28
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,必要工具,商品ページ用任意,記述式,なし,STRING,500,-,-,-,-,不可,-,-,-,-,29
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,ブランド名（カナ）,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,可,3,-,-,-,30
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,シリーズ名（カナ）,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,不可,-,-,-,-,31
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,リクライニング有無,商品ページ用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,32
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,配送サービス,商品ページ用任意,記述式,あり,STRING,50,-,-,-,-,可,3,-,-,-,33
566799,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> ロッキングチェア,家具,イス・チェア,サイズ情報,商品ページ用任意,記述式,なし,STRING,500,-,-,-,-,不可,-,-,-,-,34
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,ブランド名,必須,記述式,あり,STRING,100,-,-,-,-,可,3,-,-,-,1
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,メーカー型番,必須,記述式,なし,STRING,100,-,-,-,-,不可,-,-,-,-,2
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,原産国／製造国,必須,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,3
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,代表カラー,必須,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,4
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,アームレスト付き,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,5
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,インテリアのテイスト,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,6
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,素材,ナビゲーション用任意,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,7
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,キャスター付き,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,8
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,シリーズ名,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,9
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,金属の種類,ナビゲーション用任意,記述式,あり,STRING,500,-,-,-,-,不可,-,-,-,-,10
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,組立状態,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,11
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,本体奥行,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,12
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,本体横幅,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,13
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,本体高さ,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,14
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,イス・チェア・ソファの張り地の種類,ナビゲーション用任意,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,15
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,折りたたみ機能,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,16
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,回転式,ナビゲーション用任意,選択式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,17
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,フットレスト付き,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,18
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,収納付き,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,19
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,腰痛対策,ナビゲーション用任意,選択式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,20
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,状態,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,21
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,中古状態,ナビゲーション用任意,選択式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,22
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,販売形態（並行輸入品）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,23
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,販売形態（訳あり）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,24
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,カラー,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,可,5,-,-,-,25
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,樹種,商品ページ用任意,記述式,あり,STRING,500,-,-,-,-,不可,-,-,-,-,26
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,重量,商品ページ用任意,記述式,なし,NUMBER,-,-,有-記述式,kg,kg,不可,-,0,999999999,-,27
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,耐荷重,商品ページ用任意,記述式,なし,NUMBER,-,-,有-記述式,kg,kg,不可,-,0,999999999,-,28
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,必要工具,商品ページ用任意,記述式,なし,STRING,500,-,-,-,-,不可,-,-,-,-,29
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,ブランド名（カナ）,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,可,3,-,-,-,30
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,シリーズ名（カナ）,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,不可,-,-,-,-,31
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,リクライニング有無,商品ページ用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,32
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,配送サービス,商品ページ用任意,記述式,あり,STRING,50,-,-,-,-,可,3,-,-,-,33
566796,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 学習チェア,家具,イス・チェア,サイズ情報,商品ページ用任意,記述式,なし,STRING,500,-,-,-,-,不可,-,-,-,-,34
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,ブランド名,必須,記述式,あり,STRING,100,-,-,-,-,可,3,-,-,-,1
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,メーカー型番,必須,記述式,なし,STRING,100,-,-,-,-,不可,-,-,-,-,2
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,原産国／製造国,必須,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,3
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,代表カラー,必須,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,4
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,アームレスト付き,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,5
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,インテリアのテイスト,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,6
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,素材,ナビゲーション用任意,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,7
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,キャスター付き,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,8
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,シリーズ名,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,9
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,金属の種類,ナビゲーション用任意,記述式,あり,STRING,500,-,-,-,-,不可,-,-,-,-,10
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,組立状態,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,11
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,本体奥行,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,12
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,本体横幅,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,13
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,本体高さ,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,14
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,イス・チェア・ソファの張り地の種類,ナビゲーション用任意,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,15
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,折りたたみ機能,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,16
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,回転式,ナビゲーション用任意,選択式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,17
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,フットレスト付き,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,18
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,収納付き,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,19
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,腰痛対策,ナビゲーション用任意,選択式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,20
